날짜,업종,수요량(MJ),기온(°C),조업여부,요일
2023-10-19,화학·석유,10547.1,18.5,조업,목
2023-10-20,화학·석유,11279.9,19.7,조업,금
2023-10-21,화학·석유,3194.1,21.9,휴무,토
2023-10-22,화학·석유,2762.0,19.8,휴무,일
2023-10-23,화학·석유,10932.0,21.8,조업,월
2023-10-24,화학·석유,9998.2,21.4,조업,화
2023-10-25,화학·석유,10612.3,16.7,조업,수
2023-10-26,화학·석유,9804.7,17.0,조업,목
2023-10-27,화학·석유,10639.5,20.0,조업,금
2023-10-28,화학·석유,3060.5,20.8,휴무,토
2023-10-29,화학·석유,3278.6,21.5,휴무,일
2023-10-30,화학·석유,9510.8,18.7,조업,월
2023-10-31,화학·석유,11225.5,19.2,조업,화
2023-11-01,화학·석유,10710.5,11.6,조업,수
2023-11-02,화학·석유,12495.2,11.8,조업,목
2023-11-03,화학·석유,11782.1,10.7,조업,금
2023-11-04,화학·석유,3512.4,10.0,휴무,토
2023-11-05,화학·석유,3066.5,12.7,휴무,일
2023-11-06,화학·석유,11189.5,8.1,조업,월
2023-11-07,화학·석유,11457.1,10.1,조업,화
2023-11-08,화학·석유,10906.8,9.8,조업,수
2023-11-09,화학·석유,11880.8,14.3,조업,목
2023-11-10,화학·석유,11006.0,10.4,조업,금
2023-11-11,화학·석유,3484.0,14.1,휴무,토
2023-11-12,화학·석유,3609.0,13.8,휴무,일
2023-11-13,화학·석유,11491.0,12.7,조업,월
2023-11-14,화학·석유,11026.5,13.7,조업,화
2023-11-15,화학·석유,11262.5,17.4,조업,수
2023-11-16,화학·석유,11618.7,15.8,조업,목
2023-11-17,화학·석유,11668.4,12.4,조업,금
2023-11-18,화학·석유,3225.6,11.3,휴무,토
2023-11-19,화학·석유,3605.7,12.9,휴무,일
2023-11-20,화학·석유,11866.2,11.7,조업,월
2023-11-21,화학·석유,11560.7,14.2,조업,화
2023-11-22,화학·석유,11622.6,12.6,조업,수
2023-11-23,화학·석유,11699.9,12.3,조업,목
2023-11-24,화학·석유,10999.5,10.1,조업,금
2023-11-25,화학·석유,3314.9,12.9,휴무,토
2023-11-26,화학·석유,3698.8,12.0,휴무,일
2023-11-27,화학·석유,12003.4,13.4,조업,월
2023-11-28,화학·석유,10986.2,13.6,조업,화
2023-11-29,화학·석유,11059.9,13.9,조업,수
2023-11-30,화학·석유,11440.8,9.8,조업,목
2023-12-01,화학·석유,13922.5,5.8,조업,금
2023-12-02,화학·석유,4069.4,8.2,휴무,토
2023-12-03,화학·석유,3983.2,8.8,휴무,일
2023-12-04,화학·석유,13248.6,6.4,조업,월
2023-12-05,화학·석유,13056.7,3.6,조업,화
2023-12-06,화학·석유,12549.8,4.6,조업,수
2023-12-07,화학·석유,13074.5,7.9,조업,목
2023-12-08,화학·석유,13906.0,5.1,조업,금
2023-12-09,화학·석유,3918.9,8.9,휴무,토
2023-12-10,화학·석유,3821.2,8.8,휴무,일
2023-12-11,화학·석유,13411.5,6.7,조업,월
2023-12-12,화학·석유,12483.3,7.0,조업,화
2023-12-13,화학·석유,12624.5,3.7,조업,수
2023-12-14,화학·석유,13067.3,6.0,조업,목
2023-12-15,화학·석유,12444.2,6.7,조업,금
2023-12-16,화학·석유,3877.1,6.8,휴무,토
2023-12-17,화학·석유,3668.5,6.7,휴무,일
2023-12-18,화학·석유,13349.6,6.9,조업,월
2023-12-19,화학·석유,13017.9,6.4,조업,화
2023-12-20,화학·석유,14214.8,4.8,조업,수
2023-12-21,화학·석유,12140.4,5.6,조업,목
2023-12-22,화학·석유,13216.6,6.8,조업,금
2023-12-23,화학·석유,3882.5,3.3,휴무,토
2023-12-24,화학·석유,3880.0,4.6,휴무,일
2023-12-25,화학·석유,12277.8,4.0,조업,월
2023-12-26,화학·석유,12155.6,7.5,조업,화
2023-12-27,화학·석유,12448.7,9.2,조업,수
2023-12-28,화학·석유,12821.1,8.9,조업,목
2023-12-29,화학·석유,13089.2,8.5,조업,금
2023-12-30,화학·석유,3918.5,3.5,휴무,토
2023-12-31,화학·석유,3802.8,10.3,휴무,일
2024-01-01,화학·석유,12853.6,0.8,조업,월
2024-01-02,화학·석유,13085.2,6.5,조업,화
2024-01-03,화학·석유,13380.9,5.0,조업,수
2024-01-04,화학·석유,13510.5,5.1,조업,목
2024-01-05,화학·석유,12883.9,6.0,조업,금
2024-01-06,화학·석유,4168.0,3.0,휴무,토
2024-01-07,화학·석유,4279.1,1.8,휴무,일
2024-01-08,화학·석유,14195.3,8.5,조업,월
2024-01-09,화학·석유,12755.0,6.6,조업,화
2024-01-10,화학·석유,13793.9,1.2,조업,수
2024-01-11,화학·석유,13465.2,5.7,조업,목
2024-01-12,화학·석유,13542.7,4.9,조업,금
2024-01-13,화학·석유,4188.7,6.8,휴무,토
2024-01-14,화학·석유,4026.7,1.7,휴무,일
2024-01-15,화학·석유,13235.6,8.3,조업,월
2024-01-16,화학·석유,13579.0,4.8,조업,화
2024-01-17,화학·석유,14139.4,5.4,조업,수
2024-01-18,화학·석유,13888.4,4.7,조업,목
2024-01-19,화학·석유,12697.7,6.2,조업,금
2024-01-20,화학·석유,3941.1,5.6,휴무,토
2024-01-21,화학·석유,4323.6,5.4,휴무,일
2024-01-22,화학·석유,13826.0,6.7,조업,월
2024-01-23,화학·석유,13953.4,3.0,조업,화
2024-01-24,화학·석유,13112.6,2.3,조업,수
2024-01-25,화학·석유,13725.5,4.4,조업,목
2024-01-26,화학·석유,14264.6,7.7,조업,금
2024-01-27,화학·석유,3977.0,5.5,휴무,토
2024-01-28,화학·석유,4154.0,4.7,휴무,일
2024-01-29,화학·석유,13751.9,4.8,조업,월
2024-01-30,화학·석유,13269.5,6.7,조업,화
2024-01-31,화학·석유,13904.5,5.0,조업,수
2024-02-01,화학·석유,12060.9,4.4,조업,목
2024-02-02,화학·석유,12208.3,12.3,조업,금
2024-02-03,화학·석유,3703.5,9.9,휴무,토
2024-02-04,화학·석유,3840.9,6.4,휴무,일
2024-02-05,화학·석유,12579.6,5.9,조업,월
2024-02-06,화학·석유,12837.4,8.5,조업,화
2024-02-07,화학·석유,12708.2,5.8,조업,수
2024-02-08,화학·석유,12690.1,7.0,조업,목
2024-02-09,화학·석유,12797.4,4.1,조업,금
2024-02-10,화학·석유,3424.4,7.6,휴무,토
2024-02-11,화학·석유,3629.8,8.0,휴무,일
2024-02-12,화학·석유,12839.6,6.2,조업,월
2024-02-13,화학·석유,11931.5,6.0,조업,화
2024-02-14,화학·석유,13209.0,7.0,조업,수
2024-02-15,화학·석유,12231.1,7.3,조업,목
2024-02-16,화학·석유,12378.6,6.2,조업,금
2024-02-17,화학·석유,3777.3,8.5,휴무,토
2024-02-18,화학·석유,3665.5,3.3,휴무,일
2024-02-19,화학·석유,11912.0,8.9,조업,월
2024-02-20,화학·석유,11364.6,6.4,조업,화
2024-02-21,화학·석유,12444.2,7.8,조업,수
2024-02-22,화학·석유,12153.7,9.0,조업,목
2024-02-23,화학·석유,12424.1,4.5,조업,금
2024-02-24,화학·석유,3546.2,5.7,휴무,토
2024-02-25,화학·석유,3670.7,6.2,휴무,일
2024-02-26,화학·석유,12534.3,6.9,조업,월
2024-02-27,화학·석유,12417.9,10.4,조업,화
2024-02-28,화학·석유,12732.4,6.2,조업,수
2024-02-29,화학·석유,12409.0,9.1,조업,목
2024-03-01,화학·석유,9920.2,13.2,조업,금
2024-03-02,화학·석유,3302.7,9.1,휴무,토
2024-03-03,화학·석유,3040.2,13.5,휴무,일
2024-03-04,화학·석유,10085.7,15.9,조업,월
2024-03-05,화학·석유,10646.9,10.2,조업,화
2024-03-06,화학·석유,9941.8,13.2,조업,수
2024-03-07,화학·석유,11362.4,13.2,조업,목
2024-03-08,화학·석유,10548.9,12.9,조업,금
2024-03-09,화학·석유,3153.5,13.5,휴무,토
2024-03-10,화학·석유,3105.0,11.9,휴무,일
2024-03-11,화학·석유,11462.1,12.6,조업,월
2024-03-12,화학·석유,10625.1,10.9,조업,화
2024-03-13,화학·석유,10643.2,11.8,조업,수
2024-03-14,화학·석유,10287.9,14.1,조업,목
2024-03-15,화학·석유,10200.1,16.1,조업,금
2024-03-16,화학·석유,3341.4,10.8,휴무,토
2024-03-17,화학·석유,3244.9,12.0,휴무,일
2024-03-18,화학·석유,10225.2,12.6,조업,월
2024-03-19,화학·석유,10254.2,10.9,조업,화
2024-03-20,화학·석유,11196.2,8.4,조업,수
2024-03-21,화학·석유,10924.7,9.0,조업,목
2024-03-22,화학·석유,10908.9,14.0,조업,금
2024-03-23,화학·석유,3368.3,11.8,휴무,토
2024-03-24,화학·석유,3162.8,10.9,휴무,일
2024-03-25,화학·석유,11353.2,12.7,조업,월
2024-03-26,화학·석유,10985.8,11.3,조업,화
2024-03-27,화학·석유,10490.4,10.2,조업,수
2024-03-28,화학·석유,10906.8,12.2,조업,목
2024-03-29,화학·석유,10185.0,13.3,조업,금
2024-03-30,화학·석유,3019.4,10.0,휴무,토
2024-03-31,화학·석유,3308.1,10.4,휴무,일
2024-04-01,화학·석유,9022.0,20.1,조업,월
2024-04-02,화학·석유,9391.9,22.5,조업,화
2024-04-03,화학·석유,9784.4,23.4,조업,수
2024-04-04,화학·석유,9569.9,20.0,조업,목
2024-04-05,화학·석유,10004.1,20.6,조업,금
2024-04-06,화학·석유,3020.2,21.9,휴무,토
2024-04-07,화학·석유,2821.8,20.9,휴무,일
2024-04-08,화학·석유,9121.2,22.6,조업,월
2024-04-09,화학·석유,10274.1,21.5,조업,화
2024-04-10,화학·석유,9482.3,23.2,조업,수
2024-04-11,화학·석유,9873.0,19.5,조업,목
2024-04-12,화학·석유,9503.0,21.1,조업,금
2024-04-13,화학·석유,2921.6,23.2,휴무,토
2024-04-14,화학·석유,2859.1,19.3,휴무,일
2024-04-15,화학·석유,9071.7,20.0,조업,월
2024-04-16,화학·석유,9394.2,21.3,조업,화
2024-04-17,화학·석유,9884.3,19.1,조업,수
2024-04-18,화학·석유,9999.0,23.0,조업,목
2024-04-19,화학·석유,9804.8,18.6,조업,금
2024-04-20,화학·석유,2882.7,19.6,휴무,토
2024-04-21,화학·석유,2843.9,18.9,휴무,일
2024-04-22,화학·석유,9924.5,20.5,조업,월
2024-04-23,화학·석유,10534.5,19.3,조업,화
2024-04-24,화학·석유,9573.9,18.6,조업,수
2024-04-25,화학·석유,9597.5,21.4,조업,목
2024-04-26,화학·석유,9622.8,19.2,조업,금
2024-04-27,화학·석유,2848.3,25.1,휴무,토
2024-04-28,화학·석유,2817.3,17.8,휴무,일
2024-04-29,화학·석유,9400.9,20.4,조업,월
2024-04-30,화학·석유,9855.4,18.4,조업,화
2024-05-01,화학·석유,8644.2,25.8,조업,수
2024-05-02,화학·석유,9671.5,28.7,조업,목
2024-05-03,화학·석유,9059.3,28.0,조업,금
2024-05-04,화학·석유,2770.1,28.0,휴무,토
2024-05-05,화학·석유,2693.0,25.2,휴무,일
2024-05-06,화학·석유,9166.7,31.3,조업,월
2024-05-07,화학·석유,9069.0,30.2,조업,화
2024-05-08,화학·석유,9200.0,28.9,조업,수
2024-05-09,화학·석유,9118.7,27.9,조업,목
2024-05-10,화학·석유,9879.5,27.1,조업,금
2024-05-11,화학·석유,2772.9,28.1,휴무,토
2024-05-12,화학·석유,2763.6,26.5,휴무,일
2024-05-13,화학·석유,9137.2,25.9,조업,월
2024-05-14,화학·석유,8657.0,26.1,조업,화
2024-05-15,화학·석유,8742.6,27.4,조업,수
2024-05-16,화학·석유,8797.6,21.8,조업,목
2024-05-17,화학·석유,8996.4,26.7,조업,금
2024-05-18,화학·석유,2699.6,29.3,휴무,토
2024-05-19,화학·석유,2731.8,30.0,휴무,일
2024-05-20,화학·석유,9191.6,29.6,조업,월
2024-05-21,화학·석유,9243.9,27.9,조업,화
2024-05-22,화학·석유,9222.6,29.9,조업,수
2024-05-23,화학·석유,9438.0,28.4,조업,목
2024-05-24,화학·석유,8839.3,28.4,조업,금
2024-05-25,화학·석유,2517.2,29.6,휴무,토
2024-05-26,화학·석유,2773.9,27.0,휴무,일
2024-05-27,화학·석유,9312.5,26.1,조업,월
2024-05-28,화학·석유,9223.2,28.9,조업,화
2024-05-29,화학·석유,9424.3,28.9,조업,수
2024-05-30,화학·석유,9392.9,24.9,조업,목
2024-05-31,화학·석유,8811.7,29.7,조업,금
2024-06-01,화학·석유,2516.3,31.6,휴무,토
2024-06-02,화학·석유,2489.2,29.7,휴무,일
2024-06-03,화학·석유,9354.2,30.4,조업,월
2024-06-04,화학·석유,8320.3,30.9,조업,화
2024-06-05,화학·석유,8324.0,31.0,조업,수
2024-06-06,화학·석유,9025.2,33.5,조업,목
2024-06-07,화학·석유,7988.7,32.3,조업,금
2024-06-08,화학·석유,2408.7,29.0,휴무,토
2024-06-09,화학·석유,2630.3,33.7,휴무,일
2024-06-10,화학·석유,8860.9,34.4,조업,월
2024-06-11,화학·석유,8751.4,33.9,조업,화
2024-06-12,화학·석유,8526.2,32.7,조업,수
2024-06-13,화학·석유,8407.9,33.1,조업,목
2024-06-14,화학·석유,8561.1,34.4,조업,금
2024-06-15,화학·석유,2633.9,31.2,휴무,토
2024-06-16,화학·석유,2704.4,34.4,휴무,일
2024-06-17,화학·석유,7908.8,34.7,조업,월
2024-06-18,화학·석유,8821.5,35.1,조업,화
2024-06-19,화학·석유,8882.3,33.8,조업,수
2024-06-20,화학·석유,8694.4,30.6,조업,목
2024-06-21,화학·석유,8955.1,34.8,조업,금
2024-06-22,화학·석유,2535.6,33.6,휴무,토
2024-06-23,화학·석유,2399.6,31.1,휴무,일
2024-06-24,화학·석유,8366.8,34.4,조업,월
2024-06-25,화학·석유,8636.4,30.2,조업,화
2024-06-26,화학·석유,8263.6,32.2,조업,수
2024-06-27,화학·석유,8366.8,33.5,조업,목
2024-06-28,화학·석유,8367.5,34.9,조업,금
2024-06-29,화학·석유,2679.6,35.9,휴무,토
2024-06-30,화학·석유,2777.4,34.8,휴무,일
2024-07-01,화학·석유,8279.5,38.2,조업,월
2024-07-02,화학·석유,8907.8,36.4,조업,화
2024-07-03,화학·석유,7575.6,31.8,조업,수
2024-07-04,화학·석유,8970.8,36.1,조업,목
2024-07-05,화학·석유,8049.1,34.5,조업,금
2024-07-06,화학·석유,2386.6,34.4,휴무,토
2024-07-07,화학·석유,2478.8,37.0,휴무,일
2024-07-08,화학·석유,8173.6,36.3,조업,월
2024-07-09,화학·석유,8461.6,32.6,조업,화
2024-07-10,화학·석유,7900.7,36.4,조업,수
2024-07-11,화학·석유,8231.6,35.9,조업,목
2024-07-12,화학·석유,7710.1,32.0,조업,금
2024-07-13,화학·석유,2407.3,32.6,휴무,토
2024-07-14,화학·석유,2411.1,32.4,휴무,일
2024-07-15,화학·석유,8227.2,38.2,조업,월
2024-07-16,화학·석유,8088.1,33.9,조업,화
2024-07-17,화학·석유,8087.3,31.5,조업,수
2024-07-18,화학·석유,8094.0,35.2,조업,목
2024-07-19,화학·석유,8295.5,39.7,조업,금
2024-07-20,화학·석유,2622.4,32.4,휴무,토
2024-07-21,화학·석유,2400.1,37.6,휴무,일
2024-07-22,화학·석유,8179.7,36.4,조업,월
2024-07-23,화학·석유,8544.7,33.9,조업,화
2024-07-24,화학·석유,8253.0,33.3,조업,수
2024-07-25,화학·석유,8007.2,32.6,조업,목
2024-07-26,화학·석유,8570.9,34.8,조업,금
2024-07-27,화학·석유,2533.1,35.0,휴무,토
2024-07-28,화학·석유,2404.6,36.0,휴무,일
2024-07-29,화학·석유,8154.3,38.6,조업,월
2024-07-30,화학·석유,7537.9,38.5,조업,화
2024-07-31,화학·석유,8599.9,32.8,조업,수
2024-08-01,화학·석유,8550.9,29.3,조업,목
2024-08-02,화학·석유,8315.2,32.6,조업,금
2024-08-03,화학·석유,2475.8,32.3,휴무,토
2024-08-04,화학·석유,2482.2,35.5,휴무,일
2024-08-05,화학·석유,8919.5,33.5,조업,월
2024-08-06,화학·석유,8616.4,31.6,조업,화
2024-08-07,화학·석유,8313.9,32.9,조업,수
2024-08-08,화학·석유,8732.8,29.9,조업,목
2024-08-09,화학·석유,8861.4,33.5,조업,금
2024-08-10,화학·석유,2612.7,28.9,휴무,토
2024-08-11,화학·석유,2586.7,30.2,휴무,일
2024-08-12,화학·석유,8696.9,33.5,조업,월
2024-08-13,화학·석유,8132.3,30.6,조업,화
2024-08-14,화학·석유,8333.9,33.0,조업,수
2024-08-15,화학·석유,8460.3,33.5,조업,목
2024-08-16,화학·석유,8971.0,34.6,조업,금
2024-08-17,화학·석유,2573.6,32.4,휴무,토
2024-08-18,화학·석유,2761.0,33.2,휴무,일
2024-08-19,화학·석유,7893.8,31.3,조업,월
2024-08-20,화학·석유,8104.7,35.7,조업,화
2024-08-21,화학·석유,8732.4,32.6,조업,수
2024-08-22,화학·석유,8276.0,33.2,조업,목
2024-08-23,화학·석유,8885.6,33.8,조업,금
2024-08-24,화학·석유,2810.2,33.9,휴무,토
2024-08-25,화학·석유,2595.6,34.3,휴무,일
2024-08-26,화학·석유,8810.4,32.9,조업,월
2024-08-27,화학·석유,8948.5,33.0,조업,화
2024-08-28,화학·석유,8455.5,33.5,조업,수
2024-08-29,화학·석유,8589.4,33.8,조업,목
2024-08-30,화학·석유,8718.0,35.4,조업,금
2024-08-31,화학·석유,2651.7,30.0,휴무,토
2024-09-01,화학·석유,3040.1,29.0,휴무,일
2024-09-02,화학·석유,10091.9,23.6,조업,월
2024-09-03,화학·석유,9596.9,29.8,조업,화
2024-09-04,화학·석유,9895.8,25.0,조업,수
2024-09-05,화학·석유,9332.1,27.7,조업,목
2024-09-06,화학·석유,9992.1,24.9,조업,금
2024-09-07,화학·석유,2893.9,27.2,휴무,토
2024-09-08,화학·석유,2994.5,27.2,휴무,일
2024-09-09,화학·석유,9813.0,24.6,조업,월
2024-09-10,화학·석유,9495.9,26.4,조업,화
2024-09-11,화학·석유,9445.8,26.8,조업,수
2024-09-12,화학·석유,9411.5,26.6,조업,목
2024-09-13,화학·석유,9503.3,24.1,조업,금
2024-09-14,화학·석유,2917.2,29.9,휴무,토
2024-09-15,화학·석유,2854.4,25.0,휴무,일
2024-09-16,화학·석유,9409.7,28.4,조업,월
2024-09-17,화학·석유,9409.0,31.8,조업,화
2024-09-18,화학·석유,9929.8,27.6,조업,수
2024-09-19,화학·석유,9419.4,25.0,조업,목
2024-09-20,화학·석유,9599.2,26.7,조업,금
2024-09-21,화학·석유,2639.6,28.7,휴무,토
2024-09-22,화학·석유,2858.0,28.2,휴무,일
2024-09-23,화학·석유,10272.1,27.5,조업,월
2024-09-24,화학·석유,9879.9,26.5,조업,화
2024-09-25,화학·석유,9611.7,28.2,조업,수
2024-09-26,화학·석유,9166.9,31.4,조업,목
2024-09-27,화학·석유,8999.5,25.5,조업,금
2024-09-28,화학·석유,2876.5,28.6,휴무,토
2024-09-29,화학·석유,3068.9,29.3,휴무,일
2024-09-30,화학·석유,9878.7,26.6,조업,월
2024-10-01,화학·석유,10997.9,21.1,조업,화
2024-10-02,화학·석유,10538.7,20.5,조업,수
2024-10-03,화학·석유,10806.8,22.0,조업,목
2024-10-04,화학·석유,10271.7,21.3,조업,금
2024-10-05,화학·석유,3161.9,23.1,휴무,토
2024-10-06,화학·석유,3212.4,20.4,휴무,일
2024-10-07,화학·석유,10990.9,19.3,조업,월
2024-10-08,화학·석유,10588.3,17.6,조업,화
2024-10-09,화학·석유,10406.0,22.2,조업,수
2024-10-10,화학·석유,9975.9,22.8,조업,목
2024-10-11,화학·석유,10737.8,19.0,조업,금
2024-10-12,화학·석유,3340.3,22.0,휴무,토
2024-10-13,화학·석유,3239.4,21.6,휴무,일
2024-10-14,화학·석유,10047.4,14.5,조업,월
2024-10-15,화학·석유,11151.8,17.7,조업,화
2024-10-16,화학·석유,10639.3,20.3,조업,수
2024-10-17,화학·석유,10187.5,18.2,조업,목
2024-10-18,화학·석유,10848.4,19.4,조업,금
2024-10-19,화학·석유,3204.9,19.9,휴무,토
2024-10-20,화학·석유,3314.6,18.7,휴무,일
2024-10-21,화학·석유,9753.5,22.8,조업,월
2024-10-22,화학·석유,10266.1,17.3,조업,화
2024-10-23,화학·석유,10994.0,17.6,조업,수
2024-10-24,화학·석유,9973.1,18.4,조업,목
2024-10-25,화학·석유,10367.3,18.7,조업,금
2024-10-26,화학·석유,2947.3,17.6,휴무,토
2024-10-27,화학·석유,3018.4,20.5,휴무,일
2024-10-28,화학·석유,9931.9,19.3,조업,월
2024-10-29,화학·석유,10554.8,18.2,조업,화
2024-10-30,화학·석유,10661.2,22.5,조업,수
2024-10-31,화학·석유,9985.8,20.1,조업,목
2024-11-01,화학·석유,11771.0,10.3,조업,금
2024-11-02,화학·석유,3339.3,8.7,휴무,토
2024-11-03,화학·석유,3507.3,13.9,휴무,일
2024-11-04,화학·석유,10752.4,11.0,조업,월
2024-11-05,화학·석유,11354.5,16.3,조업,화
2024-11-06,화학·석유,12147.6,13.3,조업,수
2024-11-07,화학·석유,12054.5,11.5,조업,목
2024-11-08,화학·석유,11426.8,13.5,조업,금
2024-11-09,화학·석유,3477.6,12.1,휴무,토
2024-11-10,화학·석유,3147.7,13.7,휴무,일
2024-11-11,화학·석유,9935.2,10.8,조업,월
2024-11-12,화학·석유,11715.8,13.1,조업,화
2024-11-13,화학·석유,11287.5,15.3,조업,수
2024-11-14,화학·석유,11315.5,11.2,조업,목
2024-11-15,화학·석유,12676.5,12.3,조업,금
2024-11-16,화학·석유,3900.1,13.8,휴무,토
2024-11-17,화학·석유,3191.1,13.6,휴무,일
2024-11-18,화학·석유,11079.2,11.9,조업,월
2024-11-19,화학·석유,11675.3,11.5,조업,화
2024-11-20,화학·석유,11544.2,11.7,조업,수
2024-11-21,화학·석유,11636.4,11.5,조업,목
2024-11-22,화학·석유,11525.3,9.4,조업,금
2024-11-23,화학·석유,3287.2,10.6,휴무,토
2024-11-24,화학·석유,3454.5,10.2,휴무,일
2024-11-25,화학·석유,12676.6,7.8,조업,월
2024-11-26,화학·석유,10423.4,13.3,조업,화
2024-11-27,화학·석유,10999.8,10.0,조업,수
2024-11-28,화학·석유,11282.2,14.0,조업,목
2024-11-29,화학·석유,11581.1,11.6,조업,금
2024-11-30,화학·석유,3475.3,12.8,휴무,토
2024-12-01,화학·석유,3856.7,10.1,휴무,일
2024-12-02,화학·석유,13936.4,8.8,조업,월
2024-12-03,화학·석유,12958.1,8.0,조업,화
2024-12-04,화학·석유,12620.9,5.7,조업,수
2024-12-05,화학·석유,12514.1,6.1,조업,목
2024-12-06,화학·석유,12798.9,6.2,조업,금
2024-12-07,화학·석유,3666.5,7.7,휴무,토
2024-12-08,화학·석유,3754.7,7.9,휴무,일
2024-12-09,화학·석유,12446.8,4.7,조업,월
2024-12-10,화학·석유,12192.2,7.6,조업,화
2024-12-11,화학·석유,12784.1,8.8,조업,수
2024-12-12,화학·석유,13163.8,4.9,조업,목
2024-12-13,화학·석유,12802.6,9.7,조업,금
2024-12-14,화학·석유,3969.6,8.2,휴무,토
2024-12-15,화학·석유,3650.9,7.7,휴무,일
2024-12-16,화학·석유,13211.8,5.9,조업,월
2024-12-17,화학·석유,12599.2,8.3,조업,화
2024-12-18,화학·석유,11532.6,9.6,조업,수
2024-12-19,화학·석유,13720.4,7.3,조업,목
2024-12-20,화학·석유,12518.7,3.7,조업,금
2024-12-21,화학·석유,3784.3,6.8,휴무,토
2024-12-22,화학·석유,3837.5,5.5,휴무,일
2024-12-23,화학·석유,13028.8,3.2,조업,월
2024-12-24,화학·석유,13019.4,4.4,조업,화
2024-12-25,화학·석유,12541.7,11.2,조업,수
2024-12-26,화학·석유,13063.6,11.4,조업,목
2024-12-27,화학·석유,13392.2,4.9,조업,금
2024-12-28,화학·석유,3803.6,5.2,휴무,토
2024-12-29,화학·석유,3880.3,11.5,휴무,일
2024-12-30,화학·석유,13227.7,8.8,조업,월
2024-12-31,화학·석유,13518.8,7.6,조업,화
2023-01-01,식품·제조,932.7,4.8,휴무,일
2023-01-02,식품·제조,3283.1,2.2,조업,월
2023-01-03,식품·제조,3434.7,3.2,조업,화
2023-01-04,식품·제조,3210.3,7.6,조업,수
2023-01-05,식품·제조,3245.9,8.4,조업,목
2023-01-06,식품·제조,3474.2,4.3,조업,금
2023-01-07,식품·제조,1004.2,2.2,휴무,토
2023-01-08,식품·제조,1010.2,6.2,휴무,일
2023-01-09,식품·제조,3639.7,7.8,조업,월
2023-01-10,식품·제조,3350.8,6.4,조업,화
2023-01-11,식품·제조,3441.0,6.0,조업,수
2023-01-12,식품·제조,3585.6,5.8,조업,목
2023-01-13,식품·제조,3437.4,4.6,조업,금
2023-01-14,식품·제조,972.4,5.1,휴무,토
2023-01-15,식품·제조,974.3,8.7,휴무,일
2023-01-16,식품·제조,3392.8,6.9,조업,월
2023-01-17,식품·제조,3338.6,3.5,조업,화
2023-01-18,식품·제조,3505.4,4.5,조업,수
2023-01-19,식품·제조,3409.8,2.6,조업,목
2023-01-20,식품·제조,3474.4,3.6,조업,금
2023-01-21,식품·제조,965.0,7.6,휴무,토
2023-01-22,식품·제조,1010.8,2.6,휴무,일
2023-01-23,식품·제조,3481.1,3.8,조업,월
2023-01-24,식품·제조,3212.5,5.6,조업,화
2023-01-25,식품·제조,3383.7,6.3,조업,수
2023-01-26,식품·제조,3350.7,5.1,조업,목
2023-01-27,식품·제조,3513.4,5.8,조업,금
2023-01-28,식품·제조,1016.2,5.5,휴무,토
2023-01-29,식품·제조,965.5,2.8,휴무,일
2023-01-30,식품·제조,3352.7,2.2,조업,월
2023-01-31,식품·제조,3401.7,2.1,조업,화
2023-02-01,식품·제조,3111.0,5.8,조업,수
2023-02-02,식품·제조,2913.6,5.9,조업,목
2023-02-03,식품·제조,3150.3,5.1,조업,금
2023-02-04,식품·제조,939.7,6.2,휴무,토
2023-02-05,식품·제조,896.8,2.6,휴무,일
2023-02-06,식품·제조,3083.5,2.9,조업,월
2023-02-07,식품·제조,3009.6,4.5,조업,화
2023-02-08,식품·제조,2995.3,9.0,조업,수
2023-02-09,식품·제조,3175.6,9.4,조업,목
2023-02-10,식품·제조,3128.5,7.8,조업,금
2023-02-11,식품·제조,924.2,7.8,휴무,토
2023-02-12,식품·제조,953.5,5.0,휴무,일
2023-02-13,식품·제조,3076.9,10.0,조업,월
2023-02-14,식품·제조,3126.5,4.3,조업,화
2023-02-15,식품·제조,3208.7,6.9,조업,수
2023-02-16,식품·제조,3091.6,6.7,조업,목
2023-02-17,식품·제조,3292.5,9.6,조업,금
2023-02-18,식품·제조,940.7,3.7,휴무,토
2023-02-19,식품·제조,963.7,5.1,휴무,일
2023-02-20,식품·제조,3141.5,6.1,조업,월
2023-02-21,식품·제조,3278.6,8.5,조업,화
2023-02-22,식품·제조,2971.8,6.8,조업,수
2023-02-23,식품·제조,3017.4,8.3,조업,목
2023-02-24,식품·제조,3220.0,6.1,조업,금
2023-02-25,식품·제조,927.6,6.5,휴무,토
2023-02-26,식품·제조,875.1,5.3,휴무,일
2023-02-27,식품·제조,3111.4,9.8,조업,월
2023-02-28,식품·제조,3197.6,9.2,조업,화
2023-03-01,식품·제조,2663.6,10.1,조업,수
2023-03-02,식품·제조,2858.8,13.1,조업,목
2023-03-03,식품·제조,2443.5,14.2,조업,금
2023-03-04,식품·제조,754.2,15.7,휴무,토
2023-03-05,식품·제조,774.9,13.6,휴무,일
2023-03-06,식품·제조,2501.4,11.4,조업,월
2023-03-07,식품·제조,2580.5,15.3,조업,화
2023-03-08,식품·제조,2606.3,11.6,조업,수
2023-03-09,식품·제조,2622.3,10.7,조업,목
2023-03-10,식품·제조,2695.3,12.2,조업,금
2023-03-11,식품·제조,778.3,13.1,휴무,토
2023-03-12,식품·제조,796.8,10.1,휴무,일
2023-03-13,식품·제조,2478.0,9.8,조업,월
