날짜,지역,수요량(MJ),기온(°C),요일
2024-09-23,영주,612.1,31.4,월
2024-09-24,영주,653.0,29.5,화
2024-09-25,영주,597.1,26.0,수
2024-09-26,영주,663.6,30.0,목
2024-09-27,영주,585.1,28.6,금
2024-09-28,영주,536.2,31.5,토
2024-09-29,영주,560.2,26.8,일
2024-09-30,영주,638.1,30.6,월
2024-10-01,영주,939.3,20.8,화
2024-10-02,영주,943.6,20.1,수
2024-10-03,영주,904.4,14.9,목
2024-10-04,영주,865.2,20.5,금
2024-10-05,영주,817.8,20.8,토
2024-10-06,영주,891.2,23.5,일
2024-10-07,영주,911.1,19.1,월
2024-10-08,영주,897.3,19.9,화
2024-10-09,영주,883.2,20.4,수
2024-10-10,영주,946.6,17.7,목
2024-10-11,영주,881.1,21.3,금
2024-10-12,영주,800.1,21.8,토
2024-10-13,영주,860.1,20.5,일
2024-10-14,영주,938.9,19.9,월
2024-10-15,영주,909.0,19.0,화
2024-10-16,영주,883.7,19.6,수
2024-10-17,영주,846.9,19.6,목
2024-10-18,영주,904.9,19.0,금
2024-10-19,영주,816.2,19.5,토
2024-10-20,영주,846.0,19.9,일
2024-10-21,영주,888.2,21.7,월
2024-10-22,영주,870.2,17.6,화
2024-10-23,영주,901.8,19.0,수
2024-10-24,영주,858.5,18.5,목
2024-10-25,영주,926.3,19.1,금
2024-10-26,영주,803.2,21.2,토
2024-10-27,영주,787.9,19.2,일
2024-10-28,영주,879.1,19.9,월
2024-10-29,영주,836.0,21.1,화
2024-10-30,영주,931.8,19.3,수
2024-10-31,영주,1041.6,20.4,목
2024-11-01,영주,1307.9,13.2,금
2024-11-02,영주,1129.2,12.3,토
2024-11-03,영주,1187.7,12.3,일
2024-11-04,영주,1339.2,14.3,월
2024-11-05,영주,1333.2,12.3,화
2024-11-06,영주,1354.9,16.0,수
2024-11-07,영주,1433.1,16.2,목
2024-11-08,영주,1402.4,13.5,금
2024-11-09,영주,1119.9,13.3,토
2024-11-10,영주,1291.7,11.9,일
2024-11-11,영주,1280.3,12.4,월
2024-11-12,영주,1494.3,12.4,화
2024-11-13,영주,1372.7,15.0,수
2024-11-14,영주,1351.8,14.4,목
2024-11-15,영주,1313.4,9.1,금
2024-11-16,영주,1222.3,15.6,토
2024-11-17,영주,1220.7,12.0,일
2024-11-18,영주,1488.9,16.3,월
2024-11-19,영주,1366.0,16.9,화
2024-11-20,영주,1272.6,13.1,수
2024-11-21,영주,1296.6,15.5,목
2024-11-22,영주,1301.5,12.9,금
2024-11-23,영주,1187.4,11.3,토
2024-11-24,영주,1205.9,11.3,일
2024-11-25,영주,1434.4,11.4,월
2024-11-26,영주,1392.2,10.3,화
2024-11-27,영주,1341.7,14.9,수
2024-11-28,영주,1361.1,11.1,목
2024-11-29,영주,1390.4,14.9,금
2024-11-30,영주,1269.3,11.4,토
2024-12-01,영주,1708.7,4.8,일
2024-12-02,영주,1807.7,7.8,월
2024-12-03,영주,1754.6,5.3,화
2024-12-04,영주,1948.8,8.1,수
2024-12-05,영주,1878.1,5.7,목
2024-12-06,영주,1782.3,2.8,금
2024-12-07,영주,1577.2,6.9,토
2024-12-08,영주,1597.2,5.1,일
2024-12-09,영주,1818.8,7.6,월
2024-12-10,영주,1641.3,2.5,화
2024-12-11,영주,1878.0,5.8,수
2024-12-12,영주,1790.1,1.5,목
2024-12-13,영주,1963.4,6.0,금
2024-12-14,영주,1684.0,6.2,토
2024-12-15,영주,1476.4,7.3,일
2024-12-16,영주,1855.8,8.5,월
2024-12-17,영주,2196.4,8.0,화
2024-12-18,영주,1994.3,2.8,수
2024-12-19,영주,1862.4,6.4,목
2024-12-20,영주,1797.1,6.9,금
2024-12-21,영주,1679.6,5.9,토
2024-12-22,영주,1714.4,4.0,일
2024-12-23,영주,1732.3,6.2,월
2024-12-24,영주,1951.4,6.1,화
2024-12-25,영주,1868.9,5.9,수
2024-12-26,영주,1905.6,5.5,목
2024-12-27,영주,2005.7,8.4,금
2024-12-28,영주,1707.6,6.7,토
2024-12-29,영주,1759.5,7.2,일
2024-12-30,영주,1904.4,5.6,월
2024-12-31,영주,1830.1,6.6,화
2023-01-01,군위,546.8,5.2,일
2023-01-02,군위,606.4,4.8,월
2023-01-03,군위,629.6,8.2,화
2023-01-04,군위,586.3,6.7,수
2023-01-05,군위,628.7,3.2,목
2023-01-06,군위,644.2,6.8,금
2023-01-07,군위,533.8,3.8,토
2023-01-08,군위,529.4,1.7,일
2023-01-09,군위,586.0,7.0,월
2023-01-10,군위,594.3,6.3,화
2023-01-11,군위,565.6,5.6,수
2023-01-12,군위,510.3,5.2,목
2023-01-13,군위,551.1,4.6,금
2023-01-14,군위,561.0,7.4,토
2023-01-15,군위,581.1,5.9,일
2023-01-16,군위,652.4,3.1,월
2023-01-17,군위,592.9,6.9,화
2023-01-18,군위,566.8,7.3,수
2023-01-19,군위,581.7,3.4,목
2023-01-20,군위,568.3,3.9,금
2023-01-21,군위,533.0,7.4,토
2023-01-22,군위,524.6,5.7,일
2023-01-23,군위,608.1,1.4,월
2023-01-24,군위,597.9,1.2,화
2023-01-25,군위,659.6,2.3,수
2023-01-26,군위,603.2,6.8,목
2023-01-27,군위,574.6,7.5,금
2023-01-28,군위,545.4,6.1,토
2023-01-29,군위,574.4,5.5,일
2023-01-30,군위,608.7,6.5,월
2023-01-31,군위,571.2,1.7,화
2023-02-01,군위,554.6,6.8,수
2023-02-02,군위,618.6,4.7,목
2023-02-03,군위,568.6,10.0,금
2023-02-04,군위,491.5,7.2,토
2023-02-05,군위,498.7,5.1,일
2023-02-06,군위,517.7,7.5,월
2023-02-07,군위,547.7,7.7,화
2023-02-08,군위,528.3,3.2,수
2023-02-09,군위,604.1,6.2,목
2023-02-10,군위,515.1,8.1,금
2023-02-11,군위,458.4,8.0,토
2023-02-12,군위,485.1,9.2,일
2023-02-13,군위,588.6,6.8,월
2023-02-14,군위,513.4,4.4,화
2023-02-15,군위,580.7,5.8,수
2023-02-16,군위,473.8,4.0,목
2023-02-17,군위,567.2,6.1,금
2023-02-18,군위,485.3,9.4,토
2023-02-19,군위,525.5,6.2,일
2023-02-20,군위,541.3,3.3,월
2023-02-21,군위,564.4,7.4,화
2023-02-22,군위,553.0,6.0,수
2023-02-23,군위,533.8,2.0,목
2023-02-24,군위,524.9,7.9,금
2023-02-25,군위,507.9,7.1,토
2023-02-26,군위,501.0,6.3,일
2023-02-27,군위,546.3,5.1,월
2023-02-28,군위,556.3,8.2,화
2023-03-01,군위,388.3,11.3,수
2023-03-02,군위,344.6,13.9,목
2023-03-03,군위,377.5,14.8,금
2023-03-04,군위,366.3,13.4,토
2023-03-05,군위,333.3,9.8,일
2023-03-06,군위,369.0,11.9,월
2023-03-07,군위,367.5,16.0,화
2023-03-08,군위,387.9,11.4,수
2023-03-09,군위,376.4,10.1,목
2023-03-10,군위,377.6,13.1,금
2023-03-11,군위,336.5,12.3,토
2023-03-12,군위,351.2,9.5,일
2023-03-13,군위,384.4,16.0,월
2023-03-14,군위,397.3,13.0,화
2023-03-15,군위,416.7,10.0,수
2023-03-16,군위,415.3,12.9,목
2023-03-17,군위,418.9,11.0,금
2023-03-18,군위,355.2,14.1,토
2023-03-19,군위,341.3,13.0,일
2023-03-20,군위,386.7,14.9,월
2023-03-21,군위,362.6,8.6,화
2023-03-22,군위,390.0,12.1,수
2023-03-23,군위,407.4,12.4,목
2023-03-24,군위,386.8,8.6,금
2023-03-25,군위,358.7,8.9,토
2023-03-26,군위,352.9,12.3,일
2023-03-27,군위,408.6,10.8,월
2023-03-28,군위,395.2,14.6,화
2023-03-29,군위,395.1,12.2,수
2023-03-30,군위,400.4,11.1,목
2023-03-31,군위,404.6,15.8,금
2023-04-01,군위,241.9,18.5,토
2023-04-02,군위,244.4,17.4,일
2023-04-03,군위,239.3,20.9,월
2023-04-04,군위,260.3,17.7,화
2023-04-05,군위,248.0,19.4,수
2023-04-06,군위,267.3,20.8,목
2023-04-07,군위,254.0,19.6,금
2023-04-08,군위,257.3,22.1,토
2023-04-09,군위,230.3,19.0,일
2023-04-10,군위,259.3,21.0,월
2023-04-11,군위,273.8,19.7,화
2023-04-12,군위,281.4,16.2,수
2023-04-13,군위,258.6,20.1,목
2023-04-14,군위,263.5,19.8,금
2023-04-15,군위,255.4,16.5,토
2023-04-16,군위,242.9,20.1,일
2023-04-17,군위,250.5,21.9,월
2023-04-18,군위,260.5,20.9,화
2023-04-19,군위,235.9,21.7,수
2023-04-20,군위,256.0,19.8,목
2023-04-21,군위,270.2,20.9,금
2023-04-22,군위,229.1,18.6,토
2023-04-23,군위,226.9,19.8,일
2023-04-24,군위,259.1,21.7,월
2023-04-25,군위,259.1,14.2,화
2023-04-26,군위,242.5,17.9,수
2023-04-27,군위,265.4,17.5,목
2023-04-28,군위,268.1,22.7,금
2023-04-29,군위,243.0,18.8,토
2023-04-30,군위,229.3,19.1,일
2023-05-01,군위,175.2,25.2,월
2023-05-02,군위,193.5,26.7,화
2023-05-03,군위,188.0,27.3,수
2023-05-04,군위,197.8,25.6,목
2023-05-05,군위,199.4,24.9,금
2023-05-06,군위,166.3,25.5,토
2023-05-07,군위,168.5,24.6,일
2023-05-08,군위,197.0,29.5,월
2023-05-09,군위,197.0,29.5,화
2023-05-10,군위,188.8,25.3,수
2023-05-11,군위,204.8,25.9,목
2023-05-12,군위,200.6,25.1,금
2023-05-13,군위,188.6,29.3,토
2023-05-14,군위,179.0,26.7,일
2023-05-15,군위,186.1,32.1,월
2023-05-16,군위,174.0,24.4,화
2023-05-17,군위,173.9,28.9,수
2023-05-18,군위,196.2,26.8,목
2023-05-19,군위,196.1,27.9,금
2023-05-20,군위,183.8,27.9,토
2023-05-21,군위,167.0,25.6,일
2023-05-22,군위,200.0,26.0,월
2023-05-23,군위,196.3,29.3,화
2023-05-24,군위,180.7,29.9,수
2023-05-25,군위,206.6,30.8,목
2023-05-26,군위,209.1,29.0,금
2023-05-27,군위,168.3,24.2,토
2023-05-28,군위,179.0,26.0,일
2023-05-29,군위,199.3,25.4,월
2023-05-30,군위,198.7,30.2,화
2023-05-31,군위,182.5,28.1,수
2023-06-01,군위,127.5,31.3,목
2023-06-02,군위,119.8,34.5,금
2023-06-03,군위,97.1,32.2,토
2023-06-04,군위,118.3,30.8,일
2023-06-05,군위,121.1,30.4,월
2023-06-06,군위,112.5,35.0,화
2023-06-07,군위,125.6,33.4,수
2023-06-08,군위,137.2,33.0,목
2023-06-09,군위,126.4,29.7,금
2023-06-10,군위,112.2,32.6,토
2023-06-11,군위,104.0,33.9,일
2023-06-12,군위,108.9,33.4,월
2023-06-13,군위,121.8,34.2,화
2023-06-14,군위,126.3,34.3,수
2023-06-15,군위,120.9,33.7,목
2023-06-16,군위,115.7,31.2,금
2023-06-17,군위,115.8,35.4,토
2023-06-18,군위,108.2,32.5,일
2023-06-19,군위,127.0,31.2,월
2023-06-20,군위,131.6,34.3,화
2023-06-21,군위,117.7,31.2,수
2023-06-22,군위,123.9,33.5,목
2023-06-23,군위,114.8,32.6,금
2023-06-24,군위,111.9,34.8,토
2023-06-25,군위,115.3,31.2,일
2023-06-26,군위,120.8,35.3,월
2023-06-27,군위,123.3,33.1,화
2023-06-28,군위,120.2,31.3,수
2023-06-29,군위,125.3,28.7,목
2023-06-30,군위,129.0,29.9,금
2023-07-01,군위,85.5,34.3,토
2023-07-02,군위,85.2,33.7,일
2023-07-03,군위,84.1,37.8,월
2023-07-04,군위,97.6,37.6,화
2023-07-05,군위,90.8,32.6,수
2023-07-06,군위,91.5,38.4,목
2023-07-07,군위,101.5,32.7,금
2023-07-08,군위,82.3,35.7,토
2023-07-09,군위,82.0,35.4,일
2023-07-10,군위,101.1,37.2,월
2023-07-11,군위,97.7,36.1,화
2023-07-12,군위,96.0,38.5,수
2023-07-13,군위,98.2,32.6,목
2023-07-14,군위,91.1,39.2,금
2023-07-15,군위,88.2,34.3,토
2023-07-16,군위,82.2,34.9,일
2023-07-17,군위,107.1,37.2,월
2023-07-18,군위,91.7,35.4,화
2023-07-19,군위,97.2,31.9,수
2023-07-20,군위,98.3,37.2,목
2023-07-21,군위,93.2,35.0,금
2023-07-22,군위,90.0,32.8,토
2023-07-23,군위,79.7,36.8,일
2023-07-24,군위,98.8,38.2,월
2023-07-25,군위,89.6,37.8,화
2023-07-26,군위,95.3,32.3,수
2023-07-27,군위,104.6,36.0,목
2023-07-28,군위,94.8,36.4,금
2023-07-29,군위,91.7,32.9,토
2023-07-30,군위,93.4,33.1,일
2023-07-31,군위,103.6,34.4,월
2023-08-01,군위,119.2,34.3,화
2023-08-02,군위,118.0,32.0,수
2023-08-03,군위,120.5,33.8,목
2023-08-04,군위,119.0,31.8,금
2023-08-05,군위,96.5,33.1,토
2023-08-06,군위,102.7,33.9,일
2023-08-07,군위,109.9,30.7,월
2023-08-08,군위,111.9,29.4,화
2023-08-09,군위,131.7,31.6,수
2023-08-10,군위,121.1,31.9,목
2023-08-11,군위,120.8,33.8,금
2023-08-12,군위,101.5,32.8,토
2023-08-13,군위,117.8,35.9,일
2023-08-14,군위,113.9,29.6,월
2023-08-15,군위,114.2,32.4,화
2023-08-16,군위,115.6,34.0,수
2023-08-17,군위,127.1,37.3,목
2023-08-18,군위,126.2,33.4,금
2023-08-19,군위,105.0,35.2,토
2023-08-20,군위,108.4,31.4,일
2023-08-21,군위,120.8,34.7,월
2023-08-22,군위,115.2,29.8,화
2023-08-23,군위,119.5,32.8,수
2023-08-24,군위,111.7,36.9,목
2023-08-25,군위,128.9,34.0,금
2023-08-26,군위,105.8,37.5,토
2023-08-27,군위,111.1,34.0,일
2023-08-28,군위,119.4,33.4,월
2023-08-29,군위,104.8,33.9,화
2023-08-30,군위,120.8,34.4,수
2023-08-31,군위,132.3,32.5,목
2023-09-01,군위,188.1,26.2,금
2023-09-02,군위,165.6,31.5,토
2023-09-03,군위,171.5,26.4,일
2023-09-04,군위,194.0,29.2,월
2023-09-05,군위,186.9,24.9,화
2023-09-06,군위,191.3,26.3,수
2023-09-07,군위,196.0,28.4,목
2023-09-08,군위,202.2,23.9,금
2023-09-09,군위,184.8,28.0,토
2023-09-10,군위,182.3,28.4,일
2023-09-11,군위,204.9,28.4,월
2023-09-12,군위,191.1,28.5,화
2023-09-13,군위,200.5,32.0,수
2023-09-14,군위,179.7,28.6,목
2023-09-15,군위,194.8,24.9,금
2023-09-16,군위,167.5,27.8,토
2023-09-17,군위,186.5,27.8,일
2023-09-18,군위,181.0,28.9,월
2023-09-19,군위,184.3,27.3,화
2023-09-20,군위,188.0,26.7,수
2023-09-21,군위,180.0,26.5,목
2023-09-22,군위,186.6,27.2,금
2023-09-23,군위,190.5,21.6,토
2023-09-24,군위,169.5,29.7,일
2023-09-25,군위,180.8,27.5,월
2023-09-26,군위,210.2,30.9,화
2023-09-27,군위,201.8,27.8,수
2023-09-28,군위,179.2,27.9,목
2023-09-29,군위,193.3,26.7,금
2023-09-30,군위,170.9,26.6,토
2023-10-01,군위,258.2,19.8,일
2023-10-02,군위,272.7,20.1,월
2023-10-03,군위,269.5,18.6,화
2023-10-04,군위,257.7,22.0,수
2023-10-05,군위,308.0,22.3,목
2023-10-06,군위,250.5,19.4,금
2023-10-07,군위,258.4,19.3,토
2023-10-08,군위,252.5,18.0,일
2023-10-09,군위,297.6,23.1,월
2023-10-10,군위,265.0,18.2,화
2023-10-11,군위,284.9,19.3,수
2023-10-12,군위,280.3,21.0,목
2023-10-13,군위,315.9,21.0,금
2023-10-14,군위,258.6,21.6,토
2023-10-15,군위,254.6,19.6,일
2023-10-16,군위,279.0,22.4,월
2023-10-17,군위,288.7,20.1,화
2023-10-18,군위,268.2,19.0,수
2023-10-19,군위,287.1,20.6,목
2023-10-20,군위,280.3,21.0,금
2023-10-21,군위,247.8,22.4,토
2023-10-22,군위,236.6,23.4,일
2023-10-23,군위,294.8,20.9,월
2023-10-24,군위,294.1,18.4,화
2023-10-25,군위,256.1,22.6,수
2023-10-26,군위,252.1,21.0,목
2023-10-27,군위,311.5,18.1,금
2023-10-28,군위,244.0,18.8,토
2023-10-29,군위,286.0,19.6,일
2023-10-30,군위,272.9,16.3,월
2023-10-31,군위,314.8,23.0,화
2023-11-01,군위,405.2,12.3,수
2023-11-02,군위,466.4,16.7,목
2023-11-03,군위,414.5,13.9,금
2023-11-04,군위,385.7,12.4,토
2023-11-05,군위,417.0,13.2,일
2023-11-06,군위,408.7,14.3,월
2023-11-07,군위,438.8,15.3,화
2023-11-08,군위,463.7,13.9,수
2023-11-09,군위,431.2,10.3,목
2023-11-10,군위,398.1,11.4,금
2023-11-11,군위,437.6,13.2,토
2023-11-12,군위,388.2,8.8,일
2023-11-13,군위,434.7,13.8,월
2023-11-14,군위,403.9,12.3,화
2023-11-15,군위,415.7,13.0,수
2023-11-16,군위,457.8,8.1,목
2023-11-17,군위,433.1,14.4,금
2023-11-18,군위,409.7,13.0,토
2023-11-19,군위,406.4,12.9,일
2023-11-20,군위,460.3,11.9,월
2023-11-21,군위,436.2,13.1,화
2023-11-22,군위,438.2,10.0,수
2023-11-23,군위,418.2,10.8,목
2023-11-24,군위,409.0,10.9,금
2023-11-25,군위,414.7,16.7,토
2023-11-26,군위,365.0,16.3,일
2023-11-27,군위,404.1,12.6,월
2023-11-28,군위,412.2,11.1,화
2023-11-29,군위,423.4,15.0,수
2023-11-30,군위,445.0,14.6,목
2023-12-01,군위,533.4,11.6,금
2023-12-02,군위,548.1,9.5,토
2023-12-03,군위,544.5,5.1,일
2023-12-04,군위,569.4,7.7,월
2023-12-05,군위,555.3,5.4,화
2023-12-06,군위,576.0,11.1,수
2023-12-07,군위,553.2,8.6,목
2023-12-08,군위,607.2,5.4,금
2023-12-09,군위,507.6,4.3,토
2023-12-10,군위,521.3,7.1,일
2023-12-11,군위,587.4,6.7,월
2023-12-12,군위,597.2,8.4,화
2023-12-13,군위,567.8,5.0,수
2023-12-14,군위,601.8,9.4,목
2023-12-15,군위,586.1,4.3,금
2023-12-16,군위,519.6,3.1,토
2023-12-17,군위,493.8,10.8,일
2023-12-18,군위,598.0,5.3,월
2023-12-19,군위,557.8,3.9,화
2023-12-20,군위,557.7,8.2,수
2023-12-21,군위,597.4,6.5,목
2023-12-22,군위,583.7,7.9,금
2023-12-23,군위,528.0,6.3,토
2023-12-24,군위,530.3,6.8,일
2023-12-25,군위,570.7,6.0,월
2023-12-26,군위,575.0,5.0,화
2023-12-27,군위,543.9,5.4,수
2023-12-28,군위,582.1,7.5,목
2023-12-29,군위,563.6,8.6,금
2023-12-30,군위,532.7,7.8,토
2023-12-31,군위,497.0,7.9,일
2024-01-01,군위,610.9,5.3,월
2024-01-02,군위,537.4,5.0,화
2024-01-03,군위,666.4,5.3,수
2024-01-04,군위,578.2,4.3,목
2024-01-05,군위,609.4,5.7,금
2024-01-06,군위,506.0,7.4,토
2024-01-07,군위,555.9,6.5,일
2024-01-08,군위,610.2,4.7,월
2024-01-09,군위,626.2,7.1,화
2024-01-10,군위,624.6,2.7,수
2024-01-11,군위,602.2,4.9,목
2024-01-12,군위,595.5,5.1,금
2024-01-13,군위,537.7,7.4,토
2024-01-14,군위,529.4,2.8,일
2024-01-15,군위,636.9,5.4,월
2024-01-16,군위,574.5,6.2,화
2024-01-17,군위,607.9,10.0,수
2024-01-18,군위,595.4,7.6,목
2024-01-19,군위,625.2,6.1,금
2024-01-20,군위,568.5,7.4,토
2024-01-21,군위,531.5,6.7,일
2024-01-22,군위,610.0,3.9,월
2024-01-23,군위,593.3,6.9,화
2024-01-24,군위,643.6,7.1,수
2024-01-25,군위,574.9,3.2,목
2024-01-26,군위,609.2,4.7,금
2024-01-27,군위,576.5,4.0,토
2024-01-28,군위,541.1,5.8,일
2024-01-29,군위,560.5,2.1,월
2024-01-30,군위,536.0,5.6,화
2024-01-31,군위,595.3,7.0,수
2024-02-01,군위,615.7,13.5,목
2024-02-02,군위,549.1,6.6,금
2024-02-03,군위,539.1,9.0,토
2024-02-04,군위,452.4,3.7,일
2024-02-05,군위,568.1,5.8,월
2024-02-06,군위,581.5,8.0,화
2024-02-07,군위,488.1,4.6,수
2024-02-08,군위,529.1,8.7,목
2024-02-09,군위,556.0,3.0,금
2024-02-10,군위,493.8,8.6,토
2024-02-11,군위,492.8,6.1,일
2024-02-12,군위,514.8,6.3,월
2024-02-13,군위,566.4,5.6,화
2024-02-14,군위,556.6,7.7,수
2024-02-15,군위,547.0,5.0,목
2024-02-16,군위,556.9,2.7,금
2024-02-17,군위,460.2,9.9,토
2024-02-18,군위,505.0,5.8,일
2024-02-19,군위,539.6,9.5,월
2024-02-20,군위,497.7,5.6,화
2024-02-21,군위,608.4,7.2,수
2024-02-22,군위,551.4,7.6,목
2024-02-23,군위,551.7,7.7,금
2024-02-24,군위,517.3,5.4,토
2024-02-25,군위,497.2,7.5,일
2024-02-26,군위,588.0,5.1,월
2024-02-27,군위,536.7,8.3,화
2024-02-28,군위,538.3,9.0,수
2024-02-29,군위,531.0,5.4,목
2024-03-01,군위,393.1,9.0,금
2024-03-02,군위,324.4,8.8,토
2024-03-03,군위,344.1,8.3,일
2024-03-04,군위,377.7,12.2,월
2024-03-05,군위,361.5,10.4,화
2024-03-06,군위,373.4,13.4,수
2024-03-07,군위,367.0,13.1,목
2024-03-08,군위,409.0,12.9,금
2024-03-09,군위,338.5,13.7,토
2024-03-10,군위,341.4,13.0,일
2024-03-11,군위,377.7,12.5,월
2024-03-12,군위,388.1,12.2,화
2024-03-13,군위,364.5,10.5,수
2024-03-14,군위,353.3,9.7,목
2024-03-15,군위,387.1,10.1,금
2024-03-16,군위,354.5,10.7,토
2024-03-17,군위,311.6,12.6,일
2024-03-18,군위,399.6,13.8,월
2024-03-19,군위,392.1,10.5,화
2024-03-20,군위,385.9,10.8,수
2024-03-21,군위,349.6,10.0,목
2024-03-22,군위,381.6,11.7,금
2024-03-23,군위,325.1,11.7,토
2024-03-24,군위,350.3,11.7,일
2024-03-25,군위,387.5,12.4,월
2024-03-26,군위,406.5,11.2,화
2024-03-27,군위,393.4,10.1,수
2024-03-28,군위,393.2,14.9,목
2024-03-29,군위,373.9,12.1,금
2024-03-30,군위,321.0,14.6,토
2024-03-31,군위,338.7,10.6,일
2024-04-01,군위,269.0,22.5,월
2024-04-02,군위,259.9,18.1,화
2024-04-03,군위,254.6,18.8,수
2024-04-04,군위,245.9,22.0,목
2024-04-05,군위,274.9,23.2,금
2024-04-06,군위,232.1,22.2,토
2024-04-07,군위,220.6,19.7,일
2024-04-08,군위,270.5,19.0,월
2024-04-09,군위,249.4,22.6,화
2024-04-10,군위,262.0,19.3,수
2024-04-11,군위,271.8,17.2,목
2024-04-12,군위,261.4,18.6,금
2024-04-13,군위,228.2,19.1,토
2024-04-14,군위,235.0,20.0,일
2024-04-15,군위,254.4,19.3,월
2024-04-16,군위,285.8,20.6,화
2024-04-17,군위,277.1,20.3,수
2024-04-18,군위,266.1,17.2,목
2024-04-19,군위,244.5,17.8,금
2024-04-20,군위,251.8,18.5,토
2024-04-21,군위,240.5,21.9,일
2024-04-22,군위,261.4,16.9,월
2024-04-23,군위,266.3,20.6,화
2024-04-24,군위,252.2,16.3,수
2024-04-25,군위,271.1,19.9,목
2024-04-26,군위,261.9,15.6,금
2024-04-27,군위,247.7,20.3,토
2024-04-28,군위,244.5,21.4,일
2024-04-29,군위,238.8,18.4,월
2024-04-30,군위,277.2,19.2,화
2024-05-01,군위,198.8,30.3,수
2024-05-02,군위,195.6,28.4,목
2024-05-03,군위,190.8,26.4,금
2024-05-04,군위,164.7,30.8,토
2024-05-05,군위,170.0,30.7,일
2024-05-06,군위,178.5,30.2,월
2024-05-07,군위,184.9,28.7,화
2024-05-08,군위,194.1,24.7,수
2024-05-09,군위,183.9,29.5,목
2024-05-10,군위,191.1,24.5,금
2024-05-11,군위,177.5,27.3,토
2024-05-12,군위,172.3,29.4,일
2024-05-13,군위,194.2,31.2,월
2024-05-14,군위,176.5,26.8,화
2024-05-15,군위,188.8,27.0,수
2024-05-16,군위,196.4,29.4,목
2024-05-17,군위,193.7,25.1,금
2024-05-18,군위,186.0,28.8,토
2024-05-19,군위,179.4,29.3,일
2024-05-20,군위,195.7,27.6,월
2024-05-21,군위,179.2,30.0,화
2024-05-22,군위,184.6,26.8,수
2024-05-23,군위,203.8,28.3,목
2024-05-24,군위,169.1,26.3,금
2024-05-25,군위,180.7,26.7,토
2024-05-26,군위,176.5,28.6,일
2024-05-27,군위,179.7,26.9,월
2024-05-28,군위,184.0,28.5,화
2024-05-29,군위,197.5,31.9,수
2024-05-30,군위,186.1,26.3,목
2024-05-31,군위,189.7,27.3,금
2024-06-01,군위,109.0,35.2,토
2024-06-02,군위,118.2,31.5,일
2024-06-03,군위,124.6,33.1,월
2024-06-04,군위,122.2,31.8,화
2024-06-05,군위,108.7,33.6,수
2024-06-06,군위,127.7,37.0,목
2024-06-07,군위,113.4,32.2,금
2024-06-08,군위,108.5,33.7,토
2024-06-09,군위,109.0,33.7,일
2024-06-10,군위,128.7,34.0,월
2024-06-11,군위,113.7,34.1,화
2024-06-12,군위,129.8,35.7,수
2024-06-13,군위,113.3,39.3,목
2024-06-14,군위,107.5,33.5,금
2024-06-15,군위,105.0,34.1,토
2024-06-16,군위,103.8,36.8,일
2024-06-17,군위,117.2,29.6,월
2024-06-18,군위,124.5,29.0,화
2024-06-19,군위,120.2,28.9,수
2024-06-20,군위,118.1,28.8,목
2024-06-21,군위,122.2,36.3,금
2024-06-22,군위,107.8,31.3,토
2024-06-23,군위,110.6,33.0,일
2024-06-24,군위,123.6,30.3,월
2024-06-25,군위,116.2,27.6,화
2024-06-26,군위,123.8,32.0,수
2024-06-27,군위,111.6,33.0,목
2024-06-28,군위,121.2,31.0,금
2024-06-29,군위,104.9,32.8,토
2024-06-30,군위,111.8,32.0,일
2024-07-01,군위,95.6,34.0,월
2024-07-02,군위,89.2,39.3,화
2024-07-03,군위,99.8,31.3,수
2024-07-04,군위,94.5,33.6,목
2024-07-05,군위,94.8,33.4,금
2024-07-06,군위,89.9,38.2,토
2024-07-07,군위,80.3,36.7,일
2024-07-08,군위,82.4,32.7,월
2024-07-09,군위,100.6,33.4,화
2024-07-10,군위,94.9,36.0,수
2024-07-11,군위,92.7,35.0,목
2024-07-12,군위,99.7,35.4,금
2024-07-13,군위,87.7,31.8,토
2024-07-14,군위,84.6,36.9,일
2024-07-15,군위,109.5,36.4,월
2024-07-16,군위,97.9,34.8,화
2024-07-17,군위,96.9,33.5,수
2024-07-18,군위,96.9,35.9,목
2024-07-19,군위,97.0,33.0,금
2024-07-20,군위,88.3,37.9,토
2024-07-21,군위,85.4,36.9,일
2024-07-22,군위,97.3,36.5,월
2024-07-23,군위,97.5,33.1,화
2024-07-24,군위,93.0,33.0,수
2024-07-25,군위,97.4,35.4,목
2024-07-26,군위,101.1,32.6,금
2024-07-27,군위,83.4,36.1,토
2024-07-28,군위,85.8,31.9,일
2024-07-29,군위,96.5,34.1,월
2024-07-30,군위,86.4,34.3,화
2024-07-31,군위,94.5,34.2,수
2024-08-01,군위,115.8,34.3,목
2024-08-02,군위,108.5,36.3,금
2024-08-03,군위,106.8,35.6,토
2024-08-04,군위,108.4,34.7,일
2024-08-05,군위,117.7,35.3,월
2024-08-06,군위,128.5,30.8,화
2024-08-07,군위,121.3,32.8,수
2024-08-08,군위,113.8,35.5,목
2024-08-09,군위,116.5,34.2,금
2024-08-10,군위,108.4,32.7,토
2024-08-11,군위,103.8,30.0,일
2024-08-12,군위,125.3,35.7,월
2024-08-13,군위,121.5,32.9,화
2024-08-14,군위,128.1,32.4,수
2024-08-15,군위,121.4,32.6,목
2024-08-16,군위,115.3,35.3,금
2024-08-17,군위,99.7,36.1,토
